Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
,Demoni e mostri del Giappone,,,,8885859054,9788885859050,,,Arcana,Paperback,295,2001/01/26,,,,to-read,,to-read,,,,0,0
,Miti e leggende degli indiani D'America,Giovanni Pizza,,,8881832496,9788881832491,,,Newton Compton Editori,Paperback,251,1996/01/01,,,,to-read,,to-read,,,,0,0
,Miti e leggende nordiche,Salvatore Tufano,,,8881834812,9788881834815,,,Newton Compton Editori,Others,224,1996/01,,,,to-read,,to-read,,,,0,0
,Poesia degli ultimi americani,,,,8807813459,9788807813450,,,Feltrinelli,Others,378,2007/04/30,,,,to-read,,to-read,,,,0,0
,Trentaquattro poesie d'amore,Nazim Hikmet,,,8804414448,9788804414445,,,Mondadori,Mass Market Paperback,67,1995/12,,,,to-read,,to-read,,,,0,0
,"O capitano, mio capitano!",Walt Whitman,,,8804419105,9788804419105,,,Mondadori,Paperback,68,1996/03,,,,to-read,,to-read,,,,0,0
,Poesie,Saffo,,,880441488X,9788804414889,,,Mondadori,Paperback,69,1995/12,,,,to-read,,to-read,,,,0,0
,Tutti i cicli fantastici vol. 5,Robert E. Howard,,,8879838946,9788879838948,,,Newton Compton Editori,Mass Market Paperback,400,1996/01,,,,to-read,,to-read,,,,0,0
,Tutti i cicli fantastici vol. 4,Robert E. Howard,,,887983875X,9788879838757,,,Newton Compton Editori,Paperback,352,1995/10/01,,,,to-read,,to-read,,,,0,0
,Tutti i cicli fantastici vol. 3,Robert E. Howard,,,8879839381,9788879839389,,,Newton Compton Editori,Mass Market Paperback,270,1996/01,,,,to-read,,to-read,,,,0,0
,Tutti i cicli fantastici vol. 2,Robert E. Howard,,,887983939X,9788879839396,,,Newton Compton Editori,Others,480,1996/01,,,,to-read,,to-read,,,,0,0
,Tutti i cicli fantastici vol. 1,Robert E. Howard,,,8879838741,9788879838740,,,Newton Compton Editori,Others,300,1995/10,,,,to-read,,to-read,,,,0,0
,Le immagini digitali,Marco Geddo,,Roberto Marangoni,8820327384,9788820327385,,,Hoepli,Others,312,2000/09,,,,to-read,,to-read,,,,0,0
,Il potere assoluto,David Baldacci,,,8804424583,9788804424581,,,Mondadori,Mass Market Paperback,520,1997/01,,,,to-read,,to-read,,,,0,0
,Topolino & Paperino,Gianbattista Carpi,,,8804431008,9788804431008,,,Mondadori,Others,336,1997/03,,,,to-read,,to-read,,,,0,0
,Anche le formiche nel loro piccolo s'incazzano,Gino & Michele,,,8804432632,9788804432630,,,Mondadori,Mass Market Paperback,460,1997/08,,,,to-read,,to-read,,,,0,0
,La lista di Schindler,Thomas Keneally,,,8804436166,9788804436164,,,Mondadori,Others,459,1997/08,,,,to-read,,to-read,,,,0,0
,Odissea,Omero,,,8804436182,9788804436188,,,Mondadori,Mass Market Paperback,476,1997/08,,,,to-read,,to-read,,,,0,0
,Pura vita,Andrea De Carlo,,,8804507993,9788804507994,,,Mondadori,Hardcover,348,2002/07,,,,to-read,,to-read,,,,0,0
,Ti prendo e ti porto via,Niccolò Ammaniti,,,8804529180,9788804529187,,,Mondadori,Paperback,458,2004/11/02,,,,to-read,,to-read,,,,0,0
,American Tabloid,James Ellroy,,,8804498617,9788804498612,,,Mondadori,Paperback,747,2001/05,,,,to-read,,to-read,,,,0,0
,Quel che rimane,Patricia Cornwell,,,8804447079,9788804447078,,,I Miti Mondadori,Paperback,431,1998/01/01,,,,to-read,,to-read,,,,0,0
,Iliade,Omero,,,8804453095,9788804453093,,,Mondadori,Mass Market Paperback,514,1998/10,,,,to-read,,to-read,,,,0,0
,Morty l'apprendista,Terry Pratchett,,,8878186961,9788878186965,5,,TEA,Mass Market Paperback,210,2002/04/19,,,,to-read,,to-read,,,,0,0
,Il Miglio Verde,Stephen King,,,888274129X,9788882741297,3,,Sperling & Kupfer,Paperback,552,2000/01/01,,,,to-read,,to-read,,,,0,0
,La piccola ombra,Banana Yoshimoto,,,880770143X,9788807701436,,,Feltrinelli,Paperback,102,2002/09/02,,,,to-read,,to-read,,,,0,0
,Racconti di Pietroburgo,Nikolaj Gogol,,,8811997356,9788811997351,,,Garzanti,Paperback,70,1998/09/01,,,,to-read,,to-read,,,,0,0
,Sotto la pelle,Michel Faber,,,8806157167,9788806157166,,,"Einaudi (ET. Stile libero big, 1246)",Paperback,268,2004/06/01,,,,to-read,,to-read,,,,0,0
,Honeymoon,Banana Yoshimoto,,,8807701170,9788807701177,,,Feltrinelli,Paperback,112,2000/04/03,,,,to-read,,to-read,,,,0,0
,Imagica,Clive Barker,,,8845404943,9788845404948,,,Sonzogno,Hardcover,1006,2000/01,,,,to-read,,to-read,,,,0,0
,Antologia di J.R.R. Tolkien,John R. R. Tolkien,,,8818121839,9788818121834,,,Rusconi Libri,Paperback,434,1992/01,,,,to-read,,to-read,,,,0,0
,Good Omens,Terry Pratchett,,Neil Gaiman,0441008615,9780441008612,,,Ace Trade,Paperback,368,2001/12/01,,,,to-read,,to-read,,,,0,0
,The Light Fantastic,Terry Pratchett,,,0552128481,9780552128483,,,Corgi Adult,Paperback,216,1986/01/01,,,,to-read,,to-read,,,,0,0
,Racconti dispersi,Carlo Emilio Gadda,,,881158776X,9788811587767,,,Garzanti,Mass Market Paperback,112,1996/01/01,,,,to-read,,to-read,,,,0,0
,Racconti,Rudyard Kipling,,,8847900166,9788847900165,,,Garzanti,Paperback,133,1998/01/01,,,,to-read,,to-read,,,,0,0
,Lettera a Hitler,Louis Golding,,,884280116X,9788842801160,,,Il Saggiatore,Others,42,1993/08,,,,to-read,,to-read,,,,0,0
,La strega grigia,Ryou Mizuno,,,8887497494,9788887497496,,,Kappa Edizioni,Paperback,256,2001/10/26,,,,to-read,,to-read,,,,0,0
,"Kiki, consegne a domicilio",Eiko Kadono,,,8887497974,9788887497977,,,Kappa Edizioni,Paperback,176,2003/02/21,,,,to-read,,to-read,,,,0,0
,Video Girl Ai,Masakazu Katsura,,Sukehiro Tomito,8887497001,9788887497007,,,Kappa Edizioni,Paperback,192,2002/07/26,,,,to-read,,to-read,,,,0,0
,Il Signore degli Anelli,John R. R. Tolkien,,,8818123696,9788818123692,4,,Rusconi,Paperback,1366,1977/01/01,,,,to-read,,to-read,,,,0,0
,La macchina della realtà,William Gibson,,Bruce Sterling,8804403519,9788804403517,,,Mondadori,Paperback,406,1995/06/20,,,,to-read,,to-read,,,,0,0
,Tre Romanzi Cyber,William Gibson,,,8804406143,9788804406143,,,Mondadori,Others,805,1995/06,,,,to-read,,to-read,,,,0,0
,In senso inverso,Philip K. Dick,,,883470925X,9788834709252,,,Fanucci,Paperback,252,2003/01/01,,,,to-read,,to-read,,,,0,0
,La profezia di Celestino,James Redfield,,,8879721046,9788879721042,,,Corbaccio,Paperback,256,1994/08/24,,,,to-read,,to-read,,,,0,0
,Formiche,Bernard Werber,,,8878196320,9788878196322,,,TEA,Others,320,1995/03,,,,to-read,,to-read,,,,0,0
,Gremlins,Steven Spielberg,,,8804339993,9788804339991,,,Mondadori,Others,96,1990/12,,,,to-read,,to-read,,,,0,0
,La spada di Shannara,Terry Brooks,,,8804413557,9788804413554,3,,Mondadori (I Miti 6),Paperback,516,1995/10/01,,,,to-read,,to-read,,,,0,0
,Il silenzio degli innocenti,Thomas Harris,,,8804408820,9788804408826,4,,Mondadori,Mass Market Paperback,446,1995/08,,,,to-read,,to-read,,,,0,0
,La luce fantastica,Terry Pratchett,,,8878182699,9788878182691,4,,TEA,Paperback,173,1999/06/18,,,,to-read,,to-read,,,,0,0
,Star Trek: Invasione - Libro I,Diane Carey,,,8834705637,9788834705636,3,,Fanucci,Others,314,1997/01/01,,,,to-read,,to-read,,,,0,0
,Abissi d'acciaio,Isaac Asimov,,,8804403047,9788804403043,,,Mondadori,Mass Market Paperback,266,1995/10/06,,,,to-read,,to-read,,,,0,0
,Cinque romanzi,Ed McBain,,,8804416068,9788804416067,,,Mondadori,Mass Market Paperback,811,1996/01,,,,to-read,,to-read,,,,0,0
,L'ultimo capodanno,Niccolò Ammaniti,,,8804450738,9788804450733,,,Mondadori,Paperback,121,1998/01,,,,to-read,,to-read,,,,0,0
,Tutto Sherlock Holmes,Arthur Conan Doyle,,,8882895505,9788882895501,,,Newton Compton Editori,Paperback,1244,2007/01/01,,,,to-read,,to-read,,,,0,0
,Treno di panna,Andrea De Carlo,,,8804473363,9788804473367,,,Mondadori,Paperback,188,1999/09,,,,to-read,,to-read,,,,0,0
,Mangiare meglio per vivere meglio,,,,8870450554,9788870450552,,,Selezione Reader's Digest,Hardcover,576,1996/01,,,,to-read,,to-read,,,,0,0
,Fare il pane,,,,8871223144,9788871223148,,,Demetra,Paperback,80,1996/01,,,,to-read,,to-read,,,,0,0
,Industrial Light and Magic,Cotta Mark Vaz,,,0345381521,9780345381521,,,Random House USA Inc,Hardcover,328,1996/11/30,,,,to-read,,to-read,,,,0,0
,The Continuing Mission,Garfield Reeves-Stevens,,Judith Reeves-Stevens,0671874292,9780671874292,,,Star Trek,Hardcover,288,1997/11/01,,,,to-read,,to-read,,,,0,0
,Il destino dei gemelli,Margaret Weis,,Tracy Hickman,8834403797,9788834403792,,,Armenia,Others,448,1992/06/15,,,,to-read,,to-read,,,,0,0
,Romeo e Giulietta - Amleto - Otello,William Shakespeare,,,8881836319,9788881836314,,,Newton Compton Editori,Paperback,224,2007/01,,,,to-read,,to-read,,,,0,0
,Riccardo III,William Shakespeare,,,8881834774,9788881834778,,,Newton Compton Editori,Others,272,1998/01,,,,to-read,,to-read,,,,0,0
