ISBN,Title,Subtitle,Author,Format,Number of pages,Publisher,Date of publication,Private notes,Comment Title,Comment Content,Reading status,Vote,Tags
9781926778563,The History of Sonic the Hedgehog,,Marc Petronille,Others,300,Udon Entertainment,2013-01-01,,,,Finished on 2014-01-13,4,
9781931520997,Stranger Things Happen,Stories,Kelly Link,eBook,266,Small Beer Press,2001-07-01,,,,,,Kindle
9788890455308,Vintage Games,"La storia di Grand Theft Auto, Super Mario e dei più influenti videogiochi di tutti i tempi","Matt Barton, Bill Loguidice",Paperback,480,Raganella,2009-12,,,,,,
9788804487715,Fahrenheit 451,,Ray Bradbury,Paperback,210,Mondadori,2000-10-01,,,,Finished on 2008-01-31,4,
9781591844051,Super Mario,How Nintendo Conquered America,Jeff Ryan,Hardcover,304,Portfolio,2011-08-04,,,,Finished on 2013-04-26,4,
9788804427100,La giuria,,John Grisham,Paperback,439,A. Mondadori (I miti; 62),1997-01-01,,,,,3,
9788804492160,I confratelli,,John Grisham,Mass Market Paperback,419,Mondadori,2001-04,,,,,,
9788804448990,Il Partner,,John Grisham,Paperback,425,I Miti Mondadori,1998-05-01,,,,,,
9782011552716,Nouvelle Grammaire du Français,Cours de Civilisation Française de la Sorbonne,"Dominique Jennepin, Yvonne Delatour, Brigitte Teyssier, Monique Léon-Dufour",Hardcover,367,Hachette,2004-10-13,,,,,5,
9782090381146,Grammaire progressive du Français,"Niveau débutant, avec 440 exercices",Maia Gregoire,Others,,Cle International,2010-09-01,,,,,5,
9782090335354,"Cours de la Sorbonne, Langue et civilisation françaises",,"Collectif, Martine Dubois, Reine Mimran",Others,255,Clé International,2000-05-22,,,,,5,
9788820014421,Terre desolate,"La Torre Nera, Vol. 3",Stephen King,Hardcover,560,Sperling & Kupfer,1992-10-29,,,,,,
9781482563658,Big Jack Is Dead,,Harvey Smith,Paperback,284,CreateSpace,2013-04-02,,,,Finished on 2013-05-03,4,Kindle
9780446584975,Life Itself,A Memoir,Roger Ebert,Hardcover,352,Grand Central Pub,2011-09-13,,,,Finished on 2013-06-29,5,
9788834705445,Blade Runner,,Philip K. Dick,Paperback,253,Fanucci,1996-01-xx,,,,,4,
9780596806316,Just a Geek,,Wil Wheaton,Paperback,295,O'Reilly Media,2009-08-01,,,,,,Kindle
9783453528666,Boneshaker,,Cherie Priest,Others,512,,2012-02-01,,,,,,Kindle
9780765319852,Little Brother,,Cory Doctorow,Hardcover,384,Tor Teen,2008-04-29,,,,,,Kindle
9780671720872,Shards of Honor,,Lois McMaster Bujold,Paperback,320,Baen Books,1991-10-01,,,,,,Kindle
9783453522008,Spin,,Robert Charles Wilson,Others,555,Heyne,2006-08-01,,,,,,Kindle
9781596060838,The Last Unicorn,The Lost Version,Peter S. Beagle,Hardcover,92,Subterranean Press,2007-01-10,,,,,,Kindle
9788820014988,Il gioco di Gerald,,Stephen King,Hardcover,384,Sperling & Kupfer,1993-09-14,,,,,3,
9788876843297,Frankenstein,,Mary Shelley,Others,314,Sperling & Kupfer,1995-04-04,,,,,4,
9788805037292,Momo,,Michael Ende,Others,256,SEI,1981-01-01,,,,,,
9781599621104,The Art of Video Games,From Pac-Man to Mass Effect,Chris Melissinos,Hardcover,240,"Welcome Enterprises, Inc",2012-04-11,,,,,,
9788817120692,Favole,,Esopo,Paperback,448,Rizzoli,1976-05-01,,,,,,
9782812307768,Guide du Japon à Paris,,Minako Norimatsu,Paperback,141,Chêne,2013-xx-xx,,,,,,
9781476727660,Doctor Sleep,,Stephen King,eBook,544,Scribner,2013-09-24,,,,Finished on 2014-02-11,3,
9782918272359,"The History of Nintendo: 1980-1991, Volume 2","The Game & Watch Games, an Amazing Invention",Florent Gorges,Others,194,Les Editions Pix'N Love,2012-11-13,,,,,,
9782918272182,Gunpei Yokoi,Vie et philosophie du dieu des jouets Nintendo,Takefumi Makino,Paperback,189,"Pix'n love (Les grands noms du jeu vidéo, 3)",2010-xx-xx,,,,Finished on 2014-07-18,5,
9782371880085,Sur les traces de Miyamoto,1952-1986: De Sonobe à Hyrule,William Audureau,Paperback,348,Pinx'n Love,2014-07-xx,,,,Finished on 2014-07-25,5,
9781629212005,Breathing Machine,A Memoir of Computers,Leigh Alexander,eBook,74,Thought Catalog,2014-01-xx,,,,Finished on 2014-02-12,3,
9780993012914,Commodore Amiga,A Visual Commpendium,Andy Roberts,Paperback,424,Bitmap,2015-05-xx,,,"Un'altra splendida raccolta di immagini, questa volta ancora più ricca anche sul piano dei contenuti e degli approfondimenti. Imperdibile.",Finished on 2015-06-30,5,
9782918272786,Pong et la Mondialisation,L'Histoire économique des consoles de 1976 à 1980,William Audureau,Hardcover,176,Pix'n Love,2014-xx-xx,,,,Finished on 2014-11-23,3,
9788806194819,Il fondamentalista riluttante,,Mohsin Hamid,Paperback,134,Einaudi,2008-09-16,,,,,,
9788806219307,Trilogia della città di K.,,Agota Kristof,Paperback,384,Einaudi,2014-01-27,,,,,,
9788806226220,1Q84,Libri 1 e 2: Aprile-Settembre,Haruki Murakami,Paperback,722,Einaudi,2015-05-05,,,,,,
9788845276699,Lui è tornato,,Timur Vermes,Paperback,445,Bompiani,2014-05-07,,,,Finished on 2014-09-28,4,
9788804629665,La quinta onda,,Rick Yancey,Hardcover,517,Mondadori,2014-03-18,,,,Finished on 2014-07-20,3,
9780349113913,Me Talk Pretty One Day,,David Sedaris,Paperback,288,"Little, Brown Book Group",2002-01-03,,,,,,
9780241968864,Expo 58,,Jonathan Coe,Paperback,273,Penguin Books,2014-xx-xx,,,"Una spy story molto leggera, dal taglio buffo, nostalgico, irriverente, romantico. Lettura piacevolissima.",Finished on 2016-08-07,4,
9780141393827,Twelve Years a Slave,,Solomon Northup,Paperback,229,Penguin,2014-xx-xx,,,,,,
9781568814117,Dungeons and Desktops,The History of Computer Role-playing Games,Matt Barton,Hardcover,451,A K Peters Ltd,2008-03-03,,,"La storia dei giochi di ruolo digitali raccontata in maniera approfondita e minuziosa, parlando soprattutto dei giochi, analizzando a fondo tanto i capisaldi quanto le gemme nascoste. Si concentra per la maggior parte sulla scuola occidentale ma dedica un paio di capitoli anche al fenomeno orientale, offrendo approfondimenti e punti di vista sempre interessanti. Parla poco di sviluppatori o di aneddoti: l'obiettivo è quasi sempre puntato sui giochi, che vengono trattati dando loro un contesto storico, seguendo le evoluzioni e le ramificazioni del genere. Chiaramente il libro si ferma a ormai dieci anni fa e sarebbe interessante una nuova edizione che tratti meglio il decennio scorso e parli delle ultime uscite, della serie di The Witcher, delle novità in ambito JRPG e, soprattutto, della recente esplosione di RPG indie vecchio stile.",Finished on 2017-04-27,4,
9780415856003,Vintage Game Consoles,"An Inside Look at Apple, Atari, Commodore, Nintendo, and the Greatest Gaming Platforms of All Time","Matt Barton, Bill Logiudice",Paperback,348,Focal Press,2014-xx-xx,,,,,,
9782918272304,La bible Amiga,,,Paperback,353,Pix'n love,2012-xx-xx,,,,,,
9782918272717,Les grands noms du jeu vidéo #6: Éric Chahi,Parcours d'un créateur de jeux vidéo français,Daniel Ichbiah,Paperback,209,Pix'n love,2013-11-xx,,,,Finished on 2014-04-12,4,
9780748123797,The Girl With All The Gifts,,M. R. Carey,Others,416,Hachette UK,2014-01-14,,,"Abbraccia svariati cliché del genere, ma riesce a rielaborarli in maniera intelligente, affrontando temi interessanti, parlando di famiglia, di ciò che può essere lecito o meno fare in termini di sperimentazione, di possibili evoluzioni sociali e, in un certo senso, mettendo in scena la più classica delle storie di formazione. Solo che a formarsi è un zombi. Anzi, un infetto. Ed è davvero una lettura gradevole, che non ti cambia la vita, per carità, ma riesce comunque a dire qualcosa di originale, con una sua forte personalità, in un genere abusato.",Finished on 2015-06-20,4,
9782359105100,"Dofus, 10 Years Anniversary Artbook",,,Paperback,282,Ankama,2014-xx-xx,,,,,,
9780007204465,Tropic of Cancer,,Henry Miller,Paperback,336,HarperCollins Publishers,2005-05-03,,,,Finished on 2014-07-17,5,
9781409142317,Expecting Better,How to Fight the Pregnancy Establishment with Facts,Emily Oster,Softcover,320,Orion Publishing Co,2013-08-15,,,"Miti, lampi di saggezza popolare, informazioni e grandi verità messe al vaglio dei numeri, della statistica, per provare a farsi qualche idea più concreta. Scritto bene e in maniera molto leggera e gradevole. Consigliatissimo.",Finished on 2015-06-12,5,
9780670919840,The Penguin Complete Tales and Poems of Edgar Allan Poe,,Edgar Allan Poe,Paperback,1040,Viking,2011-11-28,,,,,,
9780802151827,Tropic of Capricorn,,Henry Miller,Paperback,348,Grove Press,1987-09-01,,,,,,
9780993012907,Commodore 64,A Visual Commpendium,,Paperback,232,Bitmap,2014-09-xx,,,"La seconda edizione aggiunge un sacco di materiale interessante, immagini meravigliose, interviste, approfondimenti sulla demo scene e, insomma, tutto quel che si può desiderare per rendere il libro ancora più bello.",Finished on 2014-09-29,5,
9780349138695,Bedlam,,Christopher Brookmyre,Paperback,450,Orbit,2014-xx-xx,,,,Finished on 2014-12-24,3,
9782371880160,Suda51,Le punk du jeu vidéo japonais,"Florent Gorges, Mehdi Debbabi-Zourgani",Paperback,336,Pix'n Love,2017-04-xx,,,"La solita grande qualità della serie dedicata ai grandi nomi del videogioco. Ricco, approfondito, curato, spettacolare nell'impaginazione, imperdibile per chi ama Suda51 ed è interessato a conoscerne meglio vita, pensiero e carriera.",Finished on 2017-05-30,5,
9781448177202,The Martian,,Andy Weir,eBook,369,Del Rey,2014-xx-xx,,,"Un romanzo appassionante, che alterna due stili completamente diversi tirandone fuori una storia dalla personalità unica.",Finished on 2015-06-07,5,
9781494288358,Service Games,The Rise and Fall of SEGA,"Kevin Williams, David Munoz, Ivan Barroso, Sam Pettus",Paperback,480,CreateSpace,2013-12-18,,,,,,
9780062276698,Console Wars,"Sega, Nintendo, and the Battle that Defined a Generation",Blake J. Harris,Hardcover,558,It,2014-xx-xx,,,"Una visione sicuramente un po' parziale, o che comunque mette addosso la voglia di ascoltare anche altre campane, ma comunque un racconto appassionante, ricco di aneddoti e fatti mai emersi prima, raccontato con uno stile che è un po' quello del biopic hollywoodiano, che romanza e si prende libertà per rendere più appassionante.",Finished on 2014-12-27,4,Kindle
9788845278112,Fight Night,,Stefano Trucco,Paperback,402,Bompiani,2014-11-19,,,"Fight Night è un bel romanzo a sfondo sportivo, che racconta la storia di due lottatori destinati a sfondarsi di schiaffi e si diverte ad alternare punti di vista, stili di narrazione, modi di esprimersi, riuscendo a costruire un mondo affascinante, credibile, pieno di personaggi magari un po’ sagomati di cartone, ma che riescono ad essere gustosi e a funzionare.",Finished on 2015-01-04,4,
9780993131554,The Story of the Commodore 64 In Pixels,,Chris Wilkins,Paperback,266,Fusion Retro,2016-xx-xx,,,"Organizzato più o meno come i libri su Ocean e U.S. Gold dello stesso autore, racconta in maniera approfondita e sotto diversi aspetti la storia della macchina, per poi lasciare spazio ai giochi e ai ricordi dei protagonisti di quegli anni. Interessante, nostalgico, ricco di informazioni e belle immagini, assolutamente complementare al Visual Commpendium di Sam Dyer.",Finished on 2016-07-31,5,
9780957576810,Sega Mega Drive/Genesis,Collected Works,,Hardcover,351,Read-Only Memory,2014-11-xx,,,"Una raccolta curatissima di materiali grafici, bozzetti, documenti e altro legati al Sega Megadrive, accompagnata da parecchie interviste molto interessanti a tanta gente fondamentale ma cui raramente viene data parola. Imperdibile per chi ha amato la console Sega.",Finished on 2017-06-03,5,
9780374712242,The Sellout,A Novel,Paul Beatty,eBook,269,"Farrar, Straus and Giroux",2015-03-xx,,,"Una satira potente, graffiante e fortissima che attacca tutto e tutti in quel coacervo di contraddizioni che sono gli Stati Uniti d'America.",Finished on 2015-08-13,5,
9781407098357,The Power Of The Dog,,Don Winslow,eBook,560,Random House,2009-05-27,,,"Fa impressione leggerlo oggi e rendersi conto di quanto sia stato influente, omaggiato e copiato senza ritegno nel filone cui ha sostanzialmente dato vita. Un libro appassionante, ricco, che salta fra mille personaggi dando la giusta voce a tutti e mescolando finzione e realtà storica in maniera fantastica.",Finished on 2015-08-21,5,
9780141975634,Cooked,A Natural History of Transformation,Michael Pollan,eBook,464,Penguin Books Ltd,2013-04-23,,,"Il mondo della cucina affrontato su quattro piani diversi, parlando di storia, tecniche, tradizione e mettendo addosso una gran voglia di seguire le esperienze dello scrittore.",Finished on 2015-08-11,4,
9788878761452,Sotto il baobab,Quando la fiaba diventa scuola di vita,Koffi Michel Fadonougbo,Mass Market Paperback,58,Edizioni dell'Arco,2012-09-xx,,,,,,
9788895579368,Cucina africana,Il sole nel tuo piatto,"Fatou Dieng, Lucia Santarelli",Paperback,104,La Cassandra,2012-12,,,,,,
9788187570394,The Holy Quran,,Tr. Abdullah Yusuf Ali,Others,600,,2002-10-01,,,,,,
9789960740140,The Religion of Truth,,Abdur Rahman Bin Hammad Al-Omar,Paperback,110,Maktaba Dar-us-Salam,1994-xx-xx,,,,,,
9781448171682,The Girl on the Train,,Paula Hawkins,eBook,316,Transworld Digital,2015-01-xx,,,"Costruisce bene i suoi misteri e li porta avanti in maniera gradevole fino alla fine, anche se la parte conclusiva è forse un po' troppo prevedibile e già vista mille volte. Piacevole, comunque.",Finished on 2015-08-23,4,
,Il nuovo bambino,,Marcello Bernardi,Hardcover,733,Milano Libri Edizioni,1974-05-01,,,"Chiaramente su molti aspetti è un po' invecchiato e quando si parla di ""equipaggiamento"", malattie e altri aspetti ""tecnici"" è meglio rivolgersi a testi più moderni, ma dal punto di vista della ""filosofia"" educativa e dell'approccio all'educazione ha tanto da dire e lo fa in maniera molto piacevole.",Finished on 2015-08-22,4,
9781311080820,Service Games,The Rise and Fall of SEGA,Sam Pettus,eBook,408,Sam Pettus,2013-12-xx,,,"Paga un po' la sua genesi sotto forma di articoli separati con qualche ridondanza e l'assenza di un filo conduttore che gli dia un'unità da libro, però racconta tante cose interessanti in maniera approfondita e affronta anche argomenti su cui spesso si sorvola, per esempio quando conclude dedicandosi al mercato europeo così poco trattato dalla letteratura di settore, tradizionalmente americanocentrica.",Finished on 2015-08-25,4,Kindle
9781473518469,The Cartel,,Don Winslow,eBook,641,Cornerstone Digital,2015-06-xx,,,"Bello, coinvolgente e interessante tanto quanto il classico a cui fa da seguito, eccellente nel modo in cui racconta l'evoluzione moderna dell'attività dei cartelli della droga (agghiacciante a dir poco), brutalmente appassionante ed emozionante nel racconto. Fantastico.",Finished on 2015-09-05,5,
,Da zero a tre anni,La nascita della mente,Piero Angela,Hardcover,286,Garzanti,1973-11-09,,,"Interessante e scritto in maniera molto chiara e comprensibile, ma veramente troppo datato su tanti aspetti.",Finished on 2015-10-16,3,
9780062394040,"Rice, Noodle, Fish",Deep Travels Through Japan's Food Culture,Matt Goulding,eBook,315,HarperWave,2015-10-xx,,,"Un'esplorazione della cucina giapponese attraverso luoghi, storia, persone, piatti, curiosità e approfondimenti. Denso, evocativo, interessante. Mette addosso curiosità e fame.",Finished on 2016-08-10,5,
9791093752044,"Anthologie Playstation, Tome 1",1945-1997,,Hardcover,410,Geeks Line,2015-05-01,,,,,,
9788807031373,Cari mostri,,Stefano Benni,Paperback,256,Feltrinelli,2015-05-13,,,Sembra una raccolta di soggetti scartati dallo staff di Dylan Dog. Veramente poca cosa.,Finished on 2016-08-13,2,
9788807030536,ZeroZeroZero,,Roberto Saviano,Paperback,448,Feltrinelli,2013-04-05,,,"È, buffo, nella prima parte mi sembrava di leggere un libro di Don Winslow ripulito dal romanzo, anche se comunque immerso nello stile a tratti un po' barocco delle riflessioni di Saviano. Fra l'altro si riconoscono palesemente le figure reali a cui Winslow si è ispirato per i suoi due libri sul tema. Poi Saviano si allontana dal Sudamerica e parla di narcotraffico nelle sue mille forme e nazionalità, restando sempre approfondito, ricco e interessante. E alla fine le oltre quattrocento pagine sono volate via.",Finished on 2016-08-20,5,
9788897707066,I Proverbi dell'Africa Nera,,,Paperback,32,Giovane Africa,2011-01,,,,,,
9780993131530,The History of U.S. Gold,,"Chris Wilkins, Roger M. Kean",Paperback,236,Fusion Retro Books,2015-xx-xx,,,"Altro bel librone ricco di aneddoti, racconti e informazioni interessanti sulla storia di un publisher fondamentale per la crescita del mondo dei videogiochi. Rispetto al libro Ocean il taglio è un po' diverso, ma del resto erano diverse le due aziende, e in particolare la sezione coi racconti personali è forse meno ripetitiva, dato che è quasi tutta gente che lavorava per vari studi partner di U.S. Gold. Bello.",Finished on 2016-01-20,4,
9780993131516,The History of Ocean Software,,"Chris Wilkins, Roger M. Kean",Paperback,264,Fusion Retro Books,2015-xx-xx,,,"Interessante e pieno di aneddoti e informazioni sia nella prima parte di cronaca, sia nella seconda metà dedicata ai racconti personali, addirittura toccante in alcuni passaggi e nei ricordi degli scomparsi. Qua e là diventa inevitabilmente un pochino ripetitivo o tedioso, ma nel complesso è un gran bel libro, pieno fra l'altro di belle illustrazioni a colori.",Finished on 2016-01-17,4,
9781447283195,All Involved,,Ryan Gattis,eBook,383,Picador,2015-05-xx,,,"I sei giorni di delirio che si scatenarono a Los Angeles nel 1992 dopo la sentenza relativa al pestaggio di Rodney King raccontati tramite le vicende di diciassette persone più o meno comuni che vi finirono coinvolte. Scritto interamente in prima persona, inventa ispirandosi a storie e statistiche brutalmente reali e colpisce allo stomaco coi suoi racconti, anche se non tutti funzionano allo stesso modo.",Finished on 2016-01-10,4,
9788820057725,Apparentemente semplice,,"Leopoldo Gasbarro, Niko Romito",Hardcover,228,Sperling & Kupfer,2015-09-29,,,,,,
9780995658646,NEOGEO: A Visual History ネオジオ〜目で楽しむ軌跡〜,,,Hardcover,402,Bitmap Books,2017-11-xx,,,"Un gran bel librozzo da tavolino, di quei cartonati micidiali come armi per la difesa personale. Ricco di materiale, splendido da sfogliare, imperdibile per chi ha amato il Neo Geo.",Finished on 2017-11-12,5,
9781476625577,Playing at the Next Level,,Ken Horowitz,eBook,563,McFarland,2016-11-xx,,,"Ci ho messo un sacco a finirlo per questioni logistiche, ma in fondo anche perché si presta a una lettura a spizzichi e bocconi. Racconta la storia di SEGA USA in maniera approfondita, andando nel dettaglio di successi, fallimenti e innovazioni, parlando in maniera ricca dei vari studi di sviluppo e dei giochi più importanti. Assolutamente complementare agli altri libri sul tema.",Finished on 2018-01-01,5,
9780993012921,Sinclair ZX Spectrum,A Visual Compendium,,Paperback,303,Bitmap,2015-12-xx,,,"Ricco di aneddoti e informazioni interessanti, un piacere immenso da sfogliare gustandosi le immagini. Insomma, la solita meraviglia.",Finished on 2016-01-12,5,
9781421561042,Starting Point: 1979-1996,,Hayao Miyazaki,Others,500,VIZ Media LLC,2009-08-04,,,,,,
9781620405062,Scribe,My Life in Sports,Bob Ryan,Hardcover,326,Bloomsbury,2014-10-xx,,,"Una bella raccolta di aneddoti deliziosi, riflessioni, opinioni, approfondimenti su tanti avvenimenti sportivi ormai storici, oltre che su qualche argomento anche più di attualità, tipo la carriera in divenire del caro Lebron. Chiaramente, a leggerlo da questa parte dell’oceano, è difficile cogliere tutta una serie di riferimenti al giornalismo sportivo americano, ma rimane comunque il fascino di leggerli raccontati, al di là del fatto che per la maggior parte del libro Ryan parla soprattutto degli sport che ama. Poi, certo, bisogna essere interessati perlomeno a quegli sport, ma insomma, mi pare anche il minimo. Consigliato, assolutamente, a chi ama lo sport americano e anche a chi ama un certo tipo di giornalismo.",Finished on 2015-02-27,4,
9780698170506,A Brief History of Seven Killings,,Marlon James,eBook,704,Riverhead,2014-xx-xx,,,"Ogni tanto s’ingolfa in una certa pesantezza, ma quando esplode in quegli improvvisi raptus di violenza, quando lascia spazio alla forza dei suoi personaggi femminili, quando butta lì pezzi di bravura pazzeschi nel raccontare alcune morti (ben più di sette, per altro), beh, diventa una lettura trascinante e irresistibile, che mescola in maniera perfetta invenzioni e realtà.",Finished on 2015-06-05,4,Kindle
9788894151565,"Tic Tic, il famoso pesciolino dell'Atlantico",,Pap Kan,Paperback,39,Ass. Cult. Savana Culture,2016-05,,,,,,
